@relation abalone-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.MissingAsNewAttValue

@attribute Length {'\'(-inf-0.3675]\'','\'(0.3675-0.4425]\'','\'(0.4425-0.4875]\'','\'(0.4875-0.5625]\'','\'(0.5625-0.6375]\'','\'(0.6375-inf)\''}
@attribute Diameter {'\'(-inf-0.2525]\'','\'(0.2525-0.3475]\'','\'(0.3475-0.4025]\'','\'(0.4025-0.4525]\'','\'(0.4525-0.4925]\'','\'(0.4925-inf)\''}
@attribute Height {'\'(-inf-0.1025]\'','\'(0.1025-0.1125]\'','\'(0.1125-0.1475]\'','\'(0.1475-0.1725]\'','\'(0.1725-inf)\''}
@attribute 'Whole weight' {'\'(-inf-0.18525]\'','\'(0.18525-0.37825]\'','\'(0.37825-0.6285]\'','\'(0.6285-0.82525]\'','\'(0.82525-0.98975]\'','\'(0.98975-inf)\''}
@attribute 'Shucked weight' {'\'(-inf-0.05825]\'','\'(0.05825-0.14025]\'','\'(0.14025-0.19825]\'','\'(0.19825-0.31175]\'','\'(0.31175-0.45575]\'','\'(0.45575-inf)\''}
@attribute 'Viscera weight' {'\'(-inf-0.04575]\'','\'(0.04575-0.08675]\'','\'(0.08675-0.13125]\'','\'(0.13125-0.16225]\'','\'(0.16225-0.22675]\'','\'(0.22675-inf)\''}
@attribute 'Shell weight' {'\'(-inf-0.0475]\'','\'(0.0475-0.11525]\'','\'(0.11525-0.1925]\'','\'(0.1925-0.26175]\'','\'(0.26175-0.35275]\'','\'(0.35275-inf)\''}
@attribute Class_Rings {'\'(-inf-6.5]\'','\'(6.5-7.5]\'','\'(7.5-8.5]\'','\'(8.5-9.5]\'','\'(9.5-inf)\''}
@attribute Sex {M,F,I}

@data
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(7.5-8.5]\'',F
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(8.5-9.5]\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',M
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1025-0.1125]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.04575-0.08675]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.13125-0.16225]\'','\'(0.11525-0.1925]\'','\'(8.5-9.5]\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(0.0475-0.11525]\'','\'(-inf-6.5]\'',I
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(8.5-9.5]\'',M
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.82525-0.98975]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',M
'\'(0.5625-0.6375]\'','\'(0.4525-0.4925]\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(6.5-7.5]\'',I
'\'(0.5625-0.6375]\'','\'(0.4525-0.4925]\'','\'(0.1125-0.1475]\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.22675-inf)\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',M
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(-inf-0.0475]\'','\'(8.5-9.5]\'',I
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(0.1025-0.1125]\'','\'(0.18525-0.37825]\'','\'(0.14025-0.19825]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(6.5-7.5]\'',I
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(6.5-7.5]\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.82525-0.98975]\'','\'(0.31175-0.45575]\'','\'(0.22675-inf)\'','\'(0.1925-0.26175]\'','\'(8.5-9.5]\'',F
'\'(0.5625-0.6375]\'','\'(0.4025-0.4525]\'','\'(-inf-0.1025]\'','\'(0.82525-0.98975]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.5625-0.6375]\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.4525-0.4925]\'','\'(0.1725-inf)\'','\'(0.82525-0.98975]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.3675-0.4425]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.04575-0.08675]\'','\'(0.11525-0.1925]\'','\'(8.5-9.5]\'',I
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',M
'\'(0.5625-0.6375]\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.5625-0.6375]\'','\'(0.4925-inf)\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.5625-0.6375]\'','\'(0.4525-0.4925]\'','\'(0.1475-0.1725]\'','\'(0.82525-0.98975]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(0.4425-0.4875]\'','\'(0.2525-0.3475]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.0475-0.11525]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(0.5625-0.6375]\'','\'(0.4525-0.4925]\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.5625-0.6375]\'','\'(0.4525-0.4925]\'','\'(0.1475-0.1725]\'','\'(0.82525-0.98975]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',M
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(-inf-6.5]\'',M
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',M
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1475-0.1725]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',I
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(8.5-9.5]\'',I
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',F
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',M
'\'(-inf-0.3675]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(-inf-0.04575]\'','\'(0.0475-0.11525]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.22675-inf)\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.5625-0.6375]\'','\'(0.4525-0.4925]\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',I
'\'(0.6375-inf)\'','\'(0.4525-0.4925]\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.5625-0.6375]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.82525-0.98975]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',I
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(7.5-8.5]\'',M
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(-inf-0.04575]\'','\'(0.0475-0.11525]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',I
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(7.5-8.5]\'',F
'\'(0.5625-0.6375]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',I
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',I
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.82525-0.98975]\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',I
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',M
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.14025-0.19825]\'','\'(0.08675-0.13125]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1025-0.1125]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',M
'\'(-inf-0.3675]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.82525-0.98975]\'','\'(0.19825-0.31175]\'','\'(0.22675-inf)\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1025-0.1125]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.31175-0.45575]\'','\'(0.16225-0.22675]\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',M
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.13125-0.16225]\'','\'(0.11525-0.1925]\'','\'(9.5-inf)\'',M
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.16225-0.22675]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1025-0.1125]\'','\'(0.6285-0.82525]\'','\'(0.14025-0.19825]\'','\'(0.13125-0.16225]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(0.05825-0.14025]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(7.5-8.5]\'',I
'\'(0.4425-0.4875]\'','\'(0.3475-0.4025]\'','\'(0.1025-0.1125]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(6.5-7.5]\'',M
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.37825-0.6285]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.11525-0.1925]\'','\'(8.5-9.5]\'',I
'\'(0.4875-0.5625]\'','\'(0.3475-0.4025]\'','\'(0.1125-0.1475]\'','\'(0.6285-0.82525]\'','\'(0.19825-0.31175]\'','\'(0.08675-0.13125]\'','\'(0.1925-0.26175]\'','\'(9.5-inf)\'',F
'\'(0.4875-0.5625]\'','\'(0.4025-0.4525]\'','\'(0.1475-0.1725]\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.16225-0.22675]\'','\'(0.26175-0.35275]\'','\'(9.5-inf)\'',F
'\'(0.5625-0.6375]\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.26175-0.35275]\'','\'(8.5-9.5]\'',F
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',M
'\'(0.6375-inf)\'','\'(0.4925-inf)\'','\'(0.1725-inf)\'','\'(0.98975-inf)\'','\'(0.45575-inf)\'','\'(0.22675-inf)\'','\'(0.35275-inf)\'','\'(9.5-inf)\'',F
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(0.05825-0.14025]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(-inf-0.05825]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(-inf-0.3675]\'','\'(-inf-0.2525]\'','\'(-inf-0.1025]\'','\'(-inf-0.18525]\'','\'(0.05825-0.14025]\'','\'(-inf-0.04575]\'','\'(-inf-0.0475]\'','\'(-inf-6.5]\'',I
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(-inf-6.5]\'',I
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.14025-0.19825]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(-inf-6.5]\'',I
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(-inf-6.5]\'',I
'\'(0.3675-0.4425]\'','\'(0.2525-0.3475]\'','\'(-inf-0.1025]\'','\'(0.18525-0.37825]\'','\'(0.05825-0.14025]\'','\'(0.04575-0.08675]\'','\'(0.0475-0.11525]\'','\'(-inf-6.5]\'',I
